,ICD9,counts,frequency,description
6592,894.0,2,3.793195008155369e-05,"Multiple and unspecified open wound of lower limb, without mention of complication"
6593,84.05,2,3.793195008155369e-05,Amputation through forearm
6594,531.30,2,3.793195008155369e-05,"Acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction"
6595,368.00,2,3.793195008155369e-05,"Amblyopia, unspecified"
6596,054.13,2,3.793195008155369e-05,Herpetic infection of penis
6597,362.51,2,3.793195008155369e-05,Nonexudative senile macular degeneration of retina
6598,602.1,2,3.793195008155369e-05,Congestion or hemorrhage of prostate
6599,082.49,2,3.793195008155369e-05,Other ehrlichiosis
6600,307.52,2,3.793195008155369e-05,Pica
6601,550.00,2,3.793195008155369e-05,Unilateral or unspecified inguinal hernia with gangrene (not specified as recurrent)
6602,64.98,2,3.793195008155369e-05,Other operations on penis
6603,716.50,2,3.793195008155369e-05,"Unspecified polyarthropathy or polyarthritis, site unspecified"
6604,677,2,3.793195008155369e-05,"Late effect of complication of pregnancy, childbirth, and the puerperium"
6605,V10.71,2,3.793195008155369e-05,Personal history of lymphosarcoma and reticulosarcoma
6606,V53.6,2,3.793195008155369e-05,Fitting and adjustment of urinary devices
6607,388.5,2,3.793195008155369e-05,Disorders of acoustic nerve
6608,26.3,2,3.793195008155369e-05,Sialoadenectomy
6609,813.53,2,3.793195008155369e-05,"Fracture of distal end of ulna (alone), open"
6610,79.84,2,3.793195008155369e-05,Open reduction of dislocation of hand and finger
6611,648.11,2,3.793195008155369e-05,"Thyroid dysfunction of mother, with delivery"
6612,E874.8,2,3.793195008155369e-05,Mechanical failure of instrument or apparatus during other specified procedures
6613,122.8,2,3.793195008155369e-05,"Echinococcosis, unspecified, of liver"
6614,259.8,2,3.793195008155369e-05,Other specified endocrine disorders
6615,359.5,2,3.793195008155369e-05,Myopathy in endocrine diseases classified elsewhere
6616,72.9,2,3.793195008155369e-05,Unspecified instrumental delivery
6617,288.63,2,3.793195008155369e-05,Monocytosis (symptomatic)
6618,27.61,2,3.793195008155369e-05,Suture of laceration of palate
6619,41.99,2,3.793195008155369e-05,Other operations on spleen
6620,287.32,2,3.793195008155369e-05,Evans&apos; syndrome
6621,664.11,2,3.793195008155369e-05,"Second-degree perineal laceration, with delivery"
6622,715.93,2,3.793195008155369e-05,"Osteoarthrosis, unspecified whether generalized or localized, involving forearm"
6623,V56.8,2,3.793195008155369e-05,Encounter for other dialysis
6624,V14.3,2,3.793195008155369e-05,Personal history of allergy to other anti-infective agent
6625,611.9,2,3.793195008155369e-05,Unspecified breast disorder
6626,375.30,2,3.793195008155369e-05,"Dacryocystitis, unspecified"
6627,V49.61,2,3.793195008155369e-05,Status post amputation of thumb
6628,49.23,2,3.793195008155369e-05,Biopsy of anus
6629,719.58,2,3.793195008155369e-05,"Stiffness of joint, not elsewhere classified, involving other specified sites"
6630,362.32,2,3.793195008155369e-05,Retinal arterial branch occlusion
6631,752.89,2,3.793195008155369e-05,Other specified anomalies of genital organs
6632,39.8,2,3.793195008155369e-05,"Operations on carotid body, carotid sinus and other vascular bodies"
6633,536.9,2,3.793195008155369e-05,Unspecified functional disorder of stomach
6634,639.0,2,3.793195008155369e-05,Genital tract and pelvic infection following abortion or ectopic and molar pregnancies
6635,266.9,2,3.793195008155369e-05,Unspecified vitamin B deficiency
6636,E817.0,2,3.793195008155369e-05,Noncollision motor vehicle traffic accident while boarding or alighting injuring driver of motor vehicle other than motorcycle
6637,150.0,2,3.793195008155369e-05,Malignant neoplasm of cervical esophagus
6638,593.73,2,3.793195008155369e-05,Vesicoureteral reflux with reflux nephropathy NOS
6639,91.46,2,3.793195008155369e-05,Cell block and papanicolaou smear of specimen from female genital tract
6640,362.33,2,3.793195008155369e-05,Partial retinal arterial occlusion
6641,953.1,2,3.793195008155369e-05,Injury to dorsal nerve root
6642,86.96,2,3.793195008155369e-05,Insertion or replacement of other neurostimulator pulse generator
6643,377.51,2,3.793195008155369e-05,Disorders of optic chiasm associated with pituitary neoplasms and disorders
6644,649.43,2,3.793195008155369e-05,"Epilepsy complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6645,646.53,2,3.793195008155369e-05,Asymptomatic bacteriuria antepartum
6646,649.13,2,3.793195008155369e-05,"Obesity complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6647,599.3,2,3.793195008155369e-05,Urethral caruncle
6648,V25.41,2,3.793195008155369e-05,Encounter for surveillance of contraceptive pill
6649,E933.4,2,3.793195008155369e-05,"Enzymes, not elsewhere classified, causing adverse effects in therapeutic use"
6650,784.91,2,3.793195008155369e-05,Postnasal drip
6651,60.95,2,3.793195008155369e-05,Transurethral balloon dilation of the prostatic urethra
6652,53.14,2,3.793195008155369e-05,Bilateral repair of direct inguinal hernia with graft or prosthesis
6653,76.4,2,3.793195008155369e-05,Excision and reconstruction of facial bones
6654,E945.5,2,3.793195008155369e-05,Expectorants causing adverse effects in therapeutic use
6655,538,2,3.793195008155369e-05,Gastrointestinal mucositis (ulcerative)
6656,527.8,2,3.793195008155369e-05,Other specified diseases of the salivary glands
6657,93.08,2,3.793195008155369e-05,Electromyography
6658,874.5,2,3.793195008155369e-05,"Open wound of pharynx, complicated"
6659,814.11,2,3.793195008155369e-05,Open fracture of navicular [scaphoid] bone of wrist
6660,901.81,2,3.793195008155369e-05,Injury to intercostal artery or vein
6661,304.43,2,3.793195008155369e-05,"Amphetamine and other psychostimulant dependence, in remission"
6662,369.10,2,3.793195008155369e-05,"Blindness, one eye; low vision other eye"
6663,342.12,2,3.793195008155369e-05,"Spastic hemiplegia, affecting nondominant side"
6664,365.11,2,3.793195008155369e-05,Primary open angle glaucoma
6665,79.46,2,3.793195008155369e-05,Closed reduction of separated epiphysis of tibia and fibula
6666,737.29,2,3.793195008155369e-05,"Other lordosis, acquired"
6667,81.0,2,3.793195008155369e-05,Spinal fusion
6668,148.8,2,3.793195008155369e-05,Malignant neoplasm of other specified sites of hypopharynx
6669,695.0,2,3.793195008155369e-05,Toxic erythema
6670,099.3,2,3.793195008155369e-05,Reiter&apos;s disease
6671,518.6,2,3.793195008155369e-05,Allergic bronchopulmonary aspergillosis
6672,368.44,2,3.793195008155369e-05,Other localized visual field defect
6673,960.0,2,3.793195008155369e-05,Poisoning by penicillins
6674,801.61,2,3.793195008155369e-05,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
6675,805.5,2,3.793195008155369e-05,Open fracture of lumbar vertebra without mention of spinal cord injury
6676,44.68,2,3.793195008155369e-05,Laparoscopic gastroplasty
6677,43.6,2,3.793195008155369e-05,Partial gastrectomy with anastomosis to duodenum
6678,686.8,2,3.793195008155369e-05,Other specified local infections of skin and subcutaneous tissue
6679,237.72,2,3.793195008155369e-05,"Neurofibromatosis, type 2 [acoustic neurofibromatosis]"
6680,237.9,2,3.793195008155369e-05,Neoplasm of uncertain behavior of other and unspecified parts of nervous system
6681,359.3,2,3.793195008155369e-05,Periodic paralysis
6682,031.8,2,3.793195008155369e-05,Other specified mycobacterial diseases
6683,529.6,2,3.793195008155369e-05,Glossodynia
6684,362.75,2,3.793195008155369e-05,Other dystrophies primarily involving the sensory retina
6685,82.35,2,3.793195008155369e-05,Other fasciectomy of hand
6686,E824.0,2,3.793195008155369e-05,Other motor vehicle nontraffic accident while boarding and alighting injuring driver of motor vehicle other than motorcycle
6687,053.11,2,3.793195008155369e-05,Geniculate herpes zoster
6688,344.41,2,3.793195008155369e-05,Monoplegia of upper limb affecting dominant side
6689,534.10,2,3.793195008155369e-05,"Acute gastrojejunal ulcer with perforation, without mention of obstruction"
6690,310.8,2,3.793195008155369e-05,Other specified nonpsychotic mental disorders following organic brain damage
6691,202.03,2,3.793195008155369e-05,Nodular lymphoma involving intra-abdominal lymph nodes
6692,295.64,2,3.793195008155369e-05,"Residual schizophrenia, chronic state with acute exacerbation"
6693,334.4,2,3.793195008155369e-05,Cerebellar ataxia in diseases classified elsewhere
6694,996.70,2,3.793195008155369e-05,"Other complications due to unspecified device, implant, and graft"
6695,753.14,2,3.793195008155369e-05,"Polycystic kidney, autosomal recessive"
6696,620.9,2,3.793195008155369e-05,"Unspecified noninflammatory disorder of ovary, fallopian tube, and broad ligament"
6697,727.62,2,3.793195008155369e-05,Nontraumatic rupture of tendons of biceps (long head)
6698,80.41,2,3.793195008155369e-05,"Division of joint capsule, ligament, or cartilage of shoulder"
6699,909.5,2,3.793195008155369e-05,"Late effect of adverse effect of drug, medicinal or biological substance"
6700,173.8,2,3.793195008155369e-05,Other malignant neoplasm of other specified sites of skin
6701,649.31,2,3.793195008155369e-05,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6702,V27.1,2,3.793195008155369e-05,Mother with single stillborn
6703,834.00,2,3.793195008155369e-05,"Closed dislocation of finger, unspecified part"
6704,238.73,2,3.793195008155369e-05,High grade myelodysplastic syndrome lesions
6705,379.22,2,3.793195008155369e-05,Crystalline deposits in vitreous
6706,525.63,2,3.793195008155369e-05,Fractured dental restorative material without loss of material
6707,78.62,2,3.793195008155369e-05,Removal of implanted device from humerus
6708,451.2,2,3.793195008155369e-05,"Phlebitis and thrombophlebitis of lower extremities, unspecified"
6709,523.42,2,3.793195008155369e-05,"Chronic periodontitis, generalized"
6710,913.2,2,3.793195008155369e-05,"Blister of elbow, forearm, and wrist, without mention of infection"
6711,954.0,2,3.793195008155369e-05,"Injury to cervical sympathetic nerve, excluding shoulder and pelvic girdles"
6712,25.59,2,3.793195008155369e-05,Other repair and plastic operations on tongue
6713,173.1,2,3.793195008155369e-05,"Other malignant neoplasm of skin of eyelid, including canthus"
6714,E934.0,2,3.793195008155369e-05,Iron and its compounds causing adverse effects in therapeutic use
6715,46.4,2,3.793195008155369e-05,Revision of intestinal stoma
6716,786.9,2,3.793195008155369e-05,Other symptoms involving respiratory system and chest
6717,389.18,2,3.793195008155369e-05,"Sensorineural hearing loss, bilateral"
6718,78.02,2,3.793195008155369e-05,Bone graft of humerus
6719,756.16,2,3.793195008155369e-05,Klippel-Feil syndrome
6720,189.3,2,3.793195008155369e-05,Malignant neoplasm of urethra
6721,81.1,2,3.793195008155369e-05,Arthrodesis and arthroereisis of foot and ankle
6722,210.2,2,3.793195008155369e-05,Benign neoplasm of major salivary glands
6723,665.31,2,3.793195008155369e-05,"Laceration of cervix, with delivery"
6724,80.49,2,3.793195008155369e-05,"Division of joint capsule, ligament, or cartilage of other specified site"
6725,284.2,2,3.793195008155369e-05,Myelophthisis
6726,393,2,3.793195008155369e-05,Chronic rheumatic pericarditis
6727,V64.06,2,3.793195008155369e-05,Vaccination not carried out because of patient refusal
6728,272.5,2,3.793195008155369e-05,Lipoprotein deficiencies
6729,712.39,2,3.793195008155369e-05,"Chondrocalcinosis, cause unspecified, involving multiple sites"
6730,81.97,2,3.793195008155369e-05,Revision of joint replacement of upper extremity
6731,337.21,2,3.793195008155369e-05,Reflex sympathetic dystrophy of the upper limb
6732,753.11,2,3.793195008155369e-05,Congenital single renal cyst
6733,79.55,2,3.793195008155369e-05,Open reduction of separated epiphysis of femur
6734,493.82,2,3.793195008155369e-05,Cough variant asthma
6735,179,2,3.793195008155369e-05,"Malignant neoplasm of uterus, part unspecified"
6736,996.87,2,3.793195008155369e-05,Complications of transplanted intestine
6737,26.0,2,3.793195008155369e-05,Incision of salivary gland or duct
6738,088.0,1,1.8965975040776846e-05,Bartonellosis
6739,711.04,1,1.8965975040776846e-05,Pyogenic arthritis involving hand
6740,951.8,1,1.8965975040776846e-05,Injury to other specified cranial nerves
6741,804.16,1,1.8965975040776846e-05,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
6742,532.91,1,1.8965975040776846e-05,"Duodenal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction"
6743,959.6,1,1.8965975040776846e-05,Other and unspecified injury to hip and thigh
6744,795.00,1,1.8965975040776846e-05,Abnormal glandular Papanicolaou smear of cervix
6745,370.05,1,1.8965975040776846e-05,Mycotic corneal ulcer
6746,16.49,1,1.8965975040776846e-05,Other enucleation of eyeball
6747,255.3,1,1.8965975040776846e-05,Other corticoadrenal overactivity
6748,76.69,1,1.8965975040776846e-05,Other facial bone repair
6749,97.64,1,1.8965975040776846e-05,Removal of other urinary drainage device
6750,745.0,1,1.8965975040776846e-05,Common truncus
6751,766.2,1,1.8965975040776846e-05,"Late infant, not &quot;heavy-for-dates&quot;"
6752,928.11,1,1.8965975040776846e-05,Crushing injury of knee
6753,301.0,1,1.8965975040776846e-05,Paranoid personality disorder
6754,127.0,1,1.8965975040776846e-05,Ascariasis
6755,160.3,1,1.8965975040776846e-05,Malignant neoplasm of ethmoidal sinus
6756,741.01,1,1.8965975040776846e-05,"With hydrocephalus, spina bifida, cervical region"
6757,795.89,1,1.8965975040776846e-05,Other abnormal tumor markers
6758,794.00,1,1.8965975040776846e-05,Unspecified abnormal function study of brain and central nervous system
6759,12.81,1,1.8965975040776846e-05,Suture of laceration of sclera
6760,E885.1,1,1.8965975040776846e-05,Fall from roller skates
6761,902.0,1,1.8965975040776846e-05,Injury to abdominal aorta
6762,054.71,1,1.8965975040776846e-05,Herpes simplex visceral
6763,923.8,1,1.8965975040776846e-05,Contusion of multiple sites of upper limb
6764,800.09,1,1.8965975040776846e-05,"Closed fracture of vault of skull without mention of intracranial injury, with concussion, unspecified"
6765,364.9,1,1.8965975040776846e-05,Unspecified disorder of iris and ciliary body
6766,083.9,1,1.8965975040776846e-05,"Rickettsiosis, unspecified"
6767,723.6,1,1.8965975040776846e-05,Panniculitis specified as affecting neck
6768,16.31,1,1.8965975040776846e-05,Removal of ocular contents with synchronous implant into scleral shell
6769,754.53,1,1.8965975040776846e-05,"Metatarsus varus, congenital"
6770,V12.2,1,1.8965975040776846e-05,"Personal history of endocrine, metabolic, and immunity disorders"
6771,711.80,1,1.8965975040776846e-05,"Arthropathy, site unspecified, associated with other infectious and parasitic diseases"
6772,454.2,1,1.8965975040776846e-05,Varicose veins of lower extremities with ulcer and inflammation
6773,760.77,1,1.8965975040776846e-05,Anticonvulsants affecting fetus or newborn via placenta or breast milk
6774,V61.49,1,1.8965975040776846e-05,Other health problems within the family
6775,049.0,1,1.8965975040776846e-05,Non-arthropod-borne lymphocytic choriomeningitis
6776,994.2,1,1.8965975040776846e-05,Effects of hunger
6777,97.75,1,1.8965975040776846e-05,Removal of vaginal or vulvar packing
6778,V11.1,1,1.8965975040776846e-05,Personal history of affective disorders
6779,713.2,1,1.8965975040776846e-05,Arthropathy associated with hematological disorders
6780,214.9,1,1.8965975040776846e-05,"Lipoma, unspecified site"
6781,89.03,1,1.8965975040776846e-05,"Interview and evaluation, described as comprehensive"
6782,298.4,1,1.8965975040776846e-05,Psychogenic paranoid psychosis
6783,790.09,1,1.8965975040776846e-05,Other abnormality of red blood cells
6784,38.80,1,1.8965975040776846e-05,"Other surgical occlusion of vessels, unspecified site"
6785,388.32,1,1.8965975040776846e-05,Objective tinnitus
6786,41.42,1,1.8965975040776846e-05,Excision of lesion or tissue of spleen
6787,754.50,1,1.8965975040776846e-05,"Talipes varus, congenital"
6788,V12.3,1,1.8965975040776846e-05,Personal history of diseases of blood and blood-forming organs
6789,63.2,1,1.8965975040776846e-05,Excision of cyst of epididymis
6790,902.29,1,1.8965975040776846e-05,Injury to other celiac and mesenteric arteries
6791,35.5,1,1.8965975040776846e-05,Repair of atrial and ventricular septa with prosthesis
6792,357.8,1,1.8965975040776846e-05,Other inflammatory and toxic neuropathies
6793,92.04,1,1.8965975040776846e-05,Gastrointestinal scan and radioisotope function study
6794,852.12,1,1.8965975040776846e-05,"Subarachnoid hemorrhage following injury, with open intracranial wound, with brief [less than one hour] loss of consciousness"
6795,755.57,1,1.8965975040776846e-05,Macrodactylia (fingers)
6796,82.69,1,1.8965975040776846e-05,Other reconstruction of thumb
6797,81.74,1,1.8965975040776846e-05,Arthroplasty of carpocarpal or carpometacarpal joint with implant
6798,834.01,1,1.8965975040776846e-05,Closed dislocation of metacarpophalangeal (joint)
6799,358.8,1,1.8965975040776846e-05,Other specified myoneural disorders
6800,750.10,1,1.8965975040776846e-05,"Anomaly of tongue, congenital, unspecified"
6801,736.00,1,1.8965975040776846e-05,"Unspecified deformity of forearm, excluding fingers"
6802,81.71,1,1.8965975040776846e-05,Arthroplasty of metacarpophalangeal and interphalangeal joint with implant
6803,E922.2,1,1.8965975040776846e-05,Accident caused by hunting rifle
6804,755.29,1,1.8965975040776846e-05,"Reduction deformities of upper limb, congenital, longitudinal deficiency, phalanges, complete or partial"
6805,362.84,1,1.8965975040776846e-05,Retinal ischemia
6806,46.8,1,1.8965975040776846e-05,Dilation and manipulation of intestine
6807,87.63,1,1.8965975040776846e-05,Small bowel series
6808,70.74,1,1.8965975040776846e-05,Repair of other vaginoenteric fistula
6809,35.41,1,1.8965975040776846e-05,Enlargement of existing atrial septal defect
6810,117.4,1,1.8965975040776846e-05,Mycotic mycetomas
6811,719.86,1,1.8965975040776846e-05,Other specified disorders of lower leg joint
6812,718.95,1,1.8965975040776846e-05,Unspecified derangement of joint of pelvic region and thigh
6813,96.14,1,1.8965975040776846e-05,Vaginal packing
6814,643.03,1,1.8965975040776846e-05,"Mild hyperemesis gravidarum, antepartum"
6815,005.1,1,1.8965975040776846e-05,Botulism food poisoning
6816,E884.0,1,1.8965975040776846e-05,Accidental fall from playground equipment
6817,410.20,1,1.8965975040776846e-05,"Acute myocardial infarction, of inferolateral wall, episode of care unspecified"
6818,639.2,1,1.8965975040776846e-05,Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies
6819,67.61,1,1.8965975040776846e-05,Suture of laceration of cervix
6820,743.43,1,1.8965975040776846e-05,Other congenital corneal opacities
6821,34.83,1,1.8965975040776846e-05,Closure of fistula of diaphragm
6822,871.3,1,1.8965975040776846e-05,Avulsion of eye
6823,E822.8,1,1.8965975040776846e-05,Other motor vehicle nontraffic accident involving collision with moving object injuring other specified person
6824,593.71,1,1.8965975040776846e-05,"Vesicoureteral reflux with reflux nephropathy, unilateral"
6825,45.00,1,1.8965975040776846e-05,"Incision of intestine, not otherwise specified"
6826,232.9,1,1.8965975040776846e-05,"Carcinoma in situ of skin, site unspecified"
6827,71.4,1,1.8965975040776846e-05,Operations on clitoris
6828,493.01,1,1.8965975040776846e-05,Extrinsic asthma with status asthmaticus
6829,134.8,1,1.8965975040776846e-05,Other specified infestations
6830,E815.6,1,1.8965975040776846e-05,Other motor vehicle traffic accident involving collision on the highway injuring pedal cyclist
6831,29.9,1,1.8965975040776846e-05,Other operations on pharynx
6832,665.82,1,1.8965975040776846e-05,"Other specified obstetrical trauma, delivered, with postpartum condition or complication"
6833,851.44,1,1.8965975040776846e-05,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level"
6834,E823.3,1,1.8965975040776846e-05,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger on motorcycle
6835,391.8,1,1.8965975040776846e-05,Other acute rheumatic heart disease
6836,633.20,1,1.8965975040776846e-05,Ovarian pregnancy without intrauterine pregnancy
6837,639.6,1,1.8965975040776846e-05,Embolism following abortion or ectopic and molar pregnancies
6838,V23.0,1,1.8965975040776846e-05,Supervision of high-risk pregnancy with history of infertility
6839,74.3,1,1.8965975040776846e-05,Removal of extratubal ectopic pregnancy
6840,904.6,1,1.8965975040776846e-05,Injury to deep plantar blood vessels
6841,V49.63,1,1.8965975040776846e-05,Status post amputation of hand
6842,88.6,1,1.8965975040776846e-05,Phlebography
6843,77.75,1,1.8965975040776846e-05,Excision of femur for graft
6844,376.11,1,1.8965975040776846e-05,Orbital granuloma
6845,376.12,1,1.8965975040776846e-05,Orbital myositis
6846,173.0,1,1.8965975040776846e-05,Other malignant neoplasm of skin of lip
6847,642.71,1,1.8965975040776846e-05,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, with delivery"
6848,648.62,1,1.8965975040776846e-05,"Other cardiovascular diseases of mother, with delivery, with mention of postpartum complication"
6849,V43.5,1,1.8965975040776846e-05,Bladder replaced by other means
6850,26.91,1,1.8965975040776846e-05,Probing of salivary duct
6851,58.41,1,1.8965975040776846e-05,Suture of laceration of urethra
6852,927.21,1,1.8965975040776846e-05,Crushing injury of wrist
6853,86.71,1,1.8965975040776846e-05,Cutting and preparation of pedicle grafts or flaps
6854,160.9,1,1.8965975040776846e-05,"Malignant neoplasm of accessory sinus, unspecified"
6855,E819.3,1,1.8965975040776846e-05,Motor vehicle traffic accident of unspecified nature injuring passenger on motorcycle
6856,753.7,1,1.8965975040776846e-05,"Anomalies of urachus, congenital"
6857,57.51,1,1.8965975040776846e-05,Excision of urachus
6858,690.18,1,1.8965975040776846e-05,Other seborrheic dermatitis
6859,635.92,1,1.8965975040776846e-05,"Legally induced abortion, complete, without mention of complication"
6860,78.48,1,1.8965975040776846e-05,Other repair or plastic operations on tarsals and metatarsals
6861,83.11,1,1.8965975040776846e-05,Achillotenotomy
6862,E919.6,1,1.8965975040776846e-05,Accidents caused by transmission machinery
6863,595.81,1,1.8965975040776846e-05,Cystitis cystica
6864,665.34,1,1.8965975040776846e-05,"Laceration of cervix, postpartum"
6865,654.04,1,1.8965975040776846e-05,"Congenital abnormalities of uterus, postpartum condition or complication"
6866,91.72,1,1.8965975040776846e-05,Culture of specimen from operative wound
6867,928.01,1,1.8965975040776846e-05,Crushing injury of hip
6868,E953.8,1,1.8965975040776846e-05,"Suicide and self-inflicted injury by hanging, other specified means"
6869,674.02,1,1.8965975040776846e-05,"Cerebrovascular disorders, with delivery, with mention of postpartum complication"
6870,669.21,1,1.8965975040776846e-05,"Maternal hypotension syndrome, with delivery, with or without mention of antepartum condition"
6871,295.73,1,1.8965975040776846e-05,"Schizo-affective type schizophrenia, subchronic state with acute exacerbation"
6872,036.41,1,1.8965975040776846e-05,Meningococcal pericarditis
6873,787.4,1,1.8965975040776846e-05,Visible peristalsis
6874,254.1,1,1.8965975040776846e-05,Abscess of thymus
6875,38.29,1,1.8965975040776846e-05,Other diagnostic procedures on blood vessels
6876,11.49,1,1.8965975040776846e-05,Other removal or destruction of corneal lesion
6877,81.8,1,1.8965975040776846e-05,Arthroplasty and repair of shoulder and elbow
6878,99.74,1,1.8965975040776846e-05,Therapeutic plateletpheresis
6879,804.75,1,1.8965975040776846e-05,"Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
6880,778.9,1,1.8965975040776846e-05,Unspecified condition involving the integument and temperature regulation of fetus and newborn
6881,242.81,1,1.8965975040776846e-05,Thyrotoxicosis of other specified origin with mention of thyrotoxic crisis or storm
6882,213.2,1,1.8965975040776846e-05,"Benign neoplasm of vertebral column, excluding sacrum and coccyx"
6883,801.42,1,1.8965975040776846e-05,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
6884,806.62,1,1.8965975040776846e-05,Closed fracture of sacrum and coccyx with other cauda equina injury
6885,86.03,1,1.8965975040776846e-05,Incision of pilonidal sinus or cyst
6886,777.9,1,1.8965975040776846e-05,Unspecified perinatal disorder of digestive system
6887,81.57,1,1.8965975040776846e-05,Replacement of joint of foot and toe
6888,755.31,1,1.8965975040776846e-05,Transverse deficiency of lower limb
6889,142.9,1,1.8965975040776846e-05,"Malignant neoplasm of salivary gland, unspecified"
6890,975.3,1,1.8965975040776846e-05,Poisoning by other and unspecified drugs acting on muscles
6891,789.40,1,1.8965975040776846e-05,"Abdominal rigidity, unspecified site"
6892,68.1,1,1.8965975040776846e-05,Diagnostic procedures on uterus and supporting structures
6893,669.42,1,1.8965975040776846e-05,"Other complications of obstetrical surgery and procedures, with delivery, with mention of postpartum complication"
6894,761.0,1,1.8965975040776846e-05,Incompetent cervix affecting fetus or newborn
6895,791.5,1,1.8965975040776846e-05,Glycosuria
6896,383.02,1,1.8965975040776846e-05,Acute mastoiditis with other complications
6897,383.21,1,1.8965975040776846e-05,Acute petrositis
6898,20.01,1,1.8965975040776846e-05,Myringotomy with insertion of tube
6899,140.1,1,1.8965975040776846e-05,"Malignant neoplasm of lower lip, vermilion border"
6900,E940.8,1,1.8965975040776846e-05,Other specified central nervous system stimulants causing adverse effects in therapeutic use
6901,251.9,1,1.8965975040776846e-05,Unspecified disorder of pancreatic internal secretion
6902,813.92,1,1.8965975040776846e-05,"Fracture of unspecified part of ulna (alone), open"
6903,930.1,1,1.8965975040776846e-05,Foreign body in conjunctival sac
6904,16.81,1,1.8965975040776846e-05,Repair of wound of orbit
6905,10.6,1,1.8965975040776846e-05,Repair of laceration of conjunctiva
6906,763.6,1,1.8965975040776846e-05,Precipitate delivery affecting fetus or newborn
6907,004.9,1,1.8965975040776846e-05,"Shigellosis, unspecified"
6908,852.56,1,1.8965975040776846e-05,"Extradural hemorrhage following injury, with open intracranial wound, with loss of consciousness of unspecified duration"
6909,V69.8,1,1.8965975040776846e-05,Other problems related to lifestyle
6910,765.06,1,1.8965975040776846e-05,"Extreme immaturity, 1,500-1,749 grams"
6911,780.31,1,1.8965975040776846e-05,"Febrile convulsions (simple), unspecified"
6912,99.84,1,1.8965975040776846e-05,Isolation
6913,V13.5,1,1.8965975040776846e-05,Personal history of other musculoskeletal disorders
6914,146.3,1,1.8965975040776846e-05,Malignant neoplasm of vallecula
6915,E814.0,1,1.8965975040776846e-05,Motor vehicle traffic accident involving collision with pedestrian injuring driver of motor vehicle other than motorcycle
6916,49.93,1,1.8965975040776846e-05,Other incision of anus
6917,49.03,1,1.8965975040776846e-05,Excision of perianal skin tags
6918,097.0,1,1.8965975040776846e-05,"Late syphilis, unspecified"
6919,696.3,1,1.8965975040776846e-05,Pityriasis rosea
6920,254.0,1,1.8965975040776846e-05,Persistent hyperplasia of thymus
6921,801.09,1,1.8965975040776846e-05,"Closed fracture of base of skull without mention of intracranial injury, with concussion, unspecified"
6922,755.66,1,1.8965975040776846e-05,Other congenital anomalies of toes
6923,V54.23,1,1.8965975040776846e-05,Aftercare for healing pathologic fracture of hip
6924,730.29,1,1.8965975040776846e-05,Unspecified osteomyelitis involving multiple sites
6925,77.82,1,1.8965975040776846e-05,Other partial ostectomy of humerus
6926,012.15,1,1.8965975040776846e-05,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
6927,018.80,1,1.8965975040776846e-05,"Other specified miliary tuberculosis, unspecified examination"
6928,131.02,1,1.8965975040776846e-05,Trichomonal urethritis
6929,780.55,1,1.8965975040776846e-05,"Disruptions of 24 hour sleep wake cycle, unspecified"
6930,361.05,1,1.8965975040776846e-05,"Recent retinal detachment, total or subtotal"
6931,14.34,1,1.8965975040776846e-05,Repair of retinal tear by laser photocoagulation
6932,202.90,1,1.8965975040776846e-05,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites"
6933,446.20,1,1.8965975040776846e-05,"Hypersensitivity angiitis, unspecified"
6934,E941.0,1,1.8965975040776846e-05,Parasympathomimetics [cholinergics] causing adverse effects in therapeutic use
6935,V50.3,1,1.8965975040776846e-05,Ear piercing
6936,697.9,1,1.8965975040776846e-05,"Lichen, unspecified"
6937,744.3,1,1.8965975040776846e-05,Unspecified congenital anomaly of ear
6938,736.70,1,1.8965975040776846e-05,"Unspecified deformity of ankle and foot, acquired"
6939,94.63,1,1.8965975040776846e-05,Alcohol rehabilitation and detoxification
6940,521.9,1,1.8965975040776846e-05,Unspecified disease of hard tissues of teeth
6941,46.62,1,1.8965975040776846e-05,Other fixation of small intestine
6942,E821.9,1,1.8965975040776846e-05,Nontraffic accident involving other off-road motor vehicle injuring unspecified person
